entryTime,exitTime,dir,entry,exit,size,pnl,win,reason,holdBars,capAfter
2025-09-14T14:00,2025-09-22T06:00,LONG,115353.2,113046.136,33.33,-3.4497,false,止损,184,163.22
2025-09-23T03:00,2025-09-25T17:00,LONG,112281.2,110035.576,32.64,-3.3782,false,止损,62,159.84
2025-09-25T18:00,2025-09-29T13:00,LONG,109701.9,112992.957,31.97,4.6836,true,止盈,91,164.52
2025-09-30T10:00,2025-10-01T08:00,LONG,112899.9,116286.897,32.9,4.8199,true,止盈,22,169.34
2025-10-01T10:00,2025-10-01T23:00,SHORT,116216.6,118540.932,33.87,-3.5055,false,止损,13,165.84
2025-10-02T14:00,2025-10-03T15:00,SHORT,118759.9,121135.098,33.17,-3.4331,false,止损,25,162.4
2025-10-03T17:00,2025-10-05T04:00,SHORT,122033.1,124473.762,32.48,-3.3617,false,止损,35,159.04
2025-10-05T21:00,2025-10-09T16:00,LONG,122700,120246,31.81,-3.2923,false,止损,91,155.75
2025-10-09T17:00,2025-10-10T15:00,LONG,120907.7,118489.546,31.15,-3.224,false,止损,22,152.53
2025-10-11T21:00,2025-10-12T16:00,LONG,110841.2,114166.436,30.51,4.4697,true,止盈,19,157
2025-10-12T17:00,2025-10-14T10:00,SHORT,113759.6,110346.812,31.4,4.6001,true,止盈,41,161.6
2025-10-14T19:00,2025-10-16T15:00,SHORT,112554.9,109178.253,32.32,4.7349,true,止盈,44,166.33
2025-10-16T18:00,2025-10-17T07:00,LONG,108596.1,106424.178,33.27,-3.4434,false,止损,13,162.89
2025-10-18T18:00,2025-10-19T17:00,SHORT,106794.1,108929.982,32.58,-3.372,false,止损,23,159.51
2025-10-21T06:00,2025-10-21T14:00,LONG,107866.3,111102.289,31.9,4.6734,true,止盈,8,164.19
2025-10-21T16:00,2025-10-21T22:00,SHORT,112534.3,109158.271,32.84,4.8111,true,止盈,6,169
2025-10-22T16:00,2025-10-23T16:00,SHORT,108173.5,110336.97,33.8,-3.4983,false,止损,24,165.5
2025-10-23T21:00,2025-10-26T09:00,LONG,109492.2,112776.966,33.1,4.8492,true,止盈,60,170.35
2025-10-27T07:00,2025-10-29T15:00,SHORT,115488.2,112023.554,34.07,4.9913,true,止盈,56,175.34
2025-10-29T17:00,2025-10-29T18:00,LONG,111822.6,109586.148,35.07,-3.6297,false,止损,1,171.71
2025-10-29T20:00,2025-10-30T04:00,LONG,111359.9,109132.702,34.34,-3.5542,false,止损,8,168.16
2025-10-30T05:00,2025-10-30T13:00,LONG,110183.6,107979.928,33.63,-3.4807,false,止损,8,164.68
2025-10-30T14:00,2025-11-03T15:00,LONG,108210.8,106046.584,32.94,-3.4093,false,止损,97,161.27
2025-11-04T07:00,2025-11-04T16:00,LONG,104434.6,102345.908,32.25,-3.3379,false,止损,9,157.93
2025-11-05T17:00,2025-11-06T16:00,SHORT,103854,100738.38,31.59,4.6279,true,止盈,23,162.56
2025-11-06T17:00,2025-11-07T12:00,LONG,101739.1,99704.318,32.51,-3.3648,false,止损,19,159.19
2025-11-07T13:00,2025-11-07T19:00,LONG,100274.3,103282.529,31.84,4.6646,true,止盈,6,163.86
2025-11-08T06:00,2025-11-09T18:00,SHORT,102180.5,104224.11,32.77,-3.3917,false,止损,36,160.47
2025-11-10T15:00,2025-11-11T17:00,LONG,105024,102923.52,32.09,-3.3213,false,止损,26,157.14
2025-11-12T11:00,2025-11-12T16:00,SHORT,104975.3,101826.041,31.43,4.6045,true,止盈,5,161.75
