entryTime,exitTime,dir,entry,exit,size,pnl,win,reason,holdBars
2025-12-12T12:00,2025-12-13T08:00,SHORT,3069.81,3115.86,33.33,-2.6166,false,止损,5
2026-01-12T00:00,2026-01-12T08:00,LONG,3150.89,3103.63,32.81,-2.5754,false,止损,2
