entryTime,exitTime,dir,entry,exit,size,pnl,win,reason,holdBars,capAfter
2025-09-14T16:00,2025-09-15T09:00,LONG,4596.95,4505.011,33.33,-3.4497,false,止损,17,163.22
2025-09-15T10:00,2025-09-16T13:00,LONG,4529.5,4438.91,32.64,-3.3782,false,止损,27,159.84
2025-09-16T15:00,2025-09-17T23:00,LONG,4466.2,4600.186,31.97,4.6836,true,止盈,32,164.52
2025-09-18T00:00,2025-09-19T15:00,SHORT,4582.1,4444.637,32.9,4.8199,true,止盈,39,169.34
2025-09-20T16:00,2025-09-22T00:00,SHORT,4499.95,4364.9515,33.87,4.962,true,止盈,32,174.3
2025-09-23T03:00,2025-09-24T04:00,LONG,4185.5,4101.79,34.86,-3.608,false,止损,25,170.7
2025-09-24T12:00,2025-09-25T03:00,SHORT,4178.7,4053.339,34.14,5.0015,true,止盈,15,175.7
2025-09-25T18:00,2025-09-26T17:00,LONG,3922.75,4040.4325,35.14,5.148,true,止盈,23,180.85
2025-09-26T18:00,2025-09-28T22:00,SHORT,4041.4,4122.228,36.17,-3.7436,false,止损,52,177.1
2025-09-29T15:00,2025-10-01T08:00,SHORT,4163,4246.26,35.42,-3.666,false,止损,41,173.44
2025-10-01T10:00,2025-10-02T00:00,SHORT,4280.15,4365.753,34.69,-3.5904,false,止损,14,169.85
2025-10-02T04:00,2025-10-02T16:00,SHORT,4371.1,4458.522,33.97,-3.5159,false,止损,12,166.33
2025-10-02T20:00,2025-10-03T16:00,SHORT,4489.45,4579.239,33.27,-3.4434,false,止损,20,162.89
2025-10-03T17:00,2025-10-05T03:00,SHORT,4469.85,4559.247,32.58,-3.372,false,止损,34,159.51
2025-10-05T03:00,2025-10-06T13:00,SHORT,4529,4619.58,31.9,-3.3016,false,止损,34,156.21
2025-10-06T14:00,2025-10-06T19:00,SHORT,4636.4,4729.128,31.24,-3.2333,false,止损,5,152.98
2025-10-07T13:00,2025-10-07T15:00,SHORT,4701.6,4560.552,30.6,4.4829,true,止盈,2,157.46
2025-10-08T15:00,2025-10-09T08:00,LONG,4445.4,4356.492,31.49,-3.2592,false,止损,17,154.2
2025-10-11T22:00,2025-10-12T10:00,LONG,3741,3853.23,30.84,4.5181,true,止盈,12,158.72
2025-10-13T21:00,2025-10-14T04:00,SHORT,4256.6,4128.902,31.74,4.6499,true,止盈,7,163.37
2025-10-14T16:00,2025-10-15T14:00,LONG,4094.15,4012.267,32.67,-3.3813,false,止损,22,159.99
2025-10-15T16:00,2025-10-16T15:00,LONG,3974.35,3894.863,32,-3.312,false,止损,23,156.68
2025-10-16T16:00,2025-10-16T18:00,LONG,3962.3,3883.054,31.34,-3.2437,false,止损,2,153.43
2025-10-16T20:00,2025-10-17T07:00,LONG,3849.55,3772.559,30.69,-3.1764,false,止损,11,150.26
2025-10-17T22:00,2025-10-19T08:00,SHORT,3852.2,3929.244,30.05,-3.1102,false,止损,34,147.15
2025-10-19T08:00,2025-10-19T10:00,SHORT,3861.85,3939.087,29.43,-3.046,false,止损,2,144.1
2025-10-19T11:00,2025-10-19T14:00,SHORT,3922.29,4000.7358,28.82,-2.9829,false,止损,3,141.12
2025-10-19T15:00,2025-10-20T05:00,SHORT,3977.58,4057.1316,28.22,-2.9208,false,止损,14,138.2
2025-10-20T07:00,2025-10-20T16:00,SHORT,4052.8,3931.216,27.64,4.0493,true,止盈,9,142.25
2025-10-20T19:00,2025-10-21T04:00,LONG,3979.73,3900.1354,28.45,-2.9446,false,止损,9,139.3
2025-10-21T05:00,2025-10-21T14:00,LONG,3861.47,3977.3141,27.86,4.0815,true,止盈,9,143.38
2025-10-21T16:00,2025-10-21T21:00,SHORT,4028.4,3907.548,28.68,4.2016,true,止盈,5,147.59
2025-10-22T23:00,2025-10-23T16:00,LONG,3803.45,3917.5535,29.52,4.3247,true,止盈,17,151.91
2025-10-23T18:00,2025-10-24T04:00,SHORT,3868.17,3945.5334,30.38,-3.1443,false,止损,10,148.77
2025-10-24T06:00,2025-10-26T12:00,SHORT,3980.57,4060.1814,29.75,-3.0791,false,止损,54,145.69
2025-10-27T18:00,2025-10-28T02:00,SHORT,4212.65,4086.2705,29.14,4.269,true,止盈,8,149.96
2025-10-28T04:00,2025-10-28T20:00,LONG,4098.01,4016.0498,29.99,-3.104,false,止损,16,146.85
2025-10-28T22:00,2025-10-29T18:00,LONG,3992.99,3913.1302,29.37,-3.0398,false,止损,20,143.81
2025-10-29T20:00,2025-10-30T04:00,LONG,3949.25,3870.265,28.76,-2.9767,false,止损,8,140.84
2025-10-30T14:00,2025-10-30T18:00,LONG,3799.2,3723.216,28.17,-2.9156,false,止损,4,137.92
2025-10-31T15:00,2025-11-03T03:00,SHORT,3858.11,3742.3667,27.58,4.0405,true,止盈,60,141.96
2025-11-04T06:00,2025-11-04T16:00,LONG,3510.51,3440.2998,28.39,-2.9384,false,止损,10,139.02
2025-11-05T19:00,2025-11-06T12:00,SHORT,3453,3349.41,27.8,4.0727,true,止盈,17,143.09
2025-11-06T17:00,2025-11-07T11:00,LONG,3327.83,3261.2734,28.62,-2.9622,false,止损,18,140.13
2025-11-07T13:00,2025-11-07T17:00,LONG,3239.6,3336.788,28.03,4.1064,true,止盈,4,144.24
2025-11-07T19:00,2025-11-09T14:00,SHORT,3441.68,3510.5136,28.85,-2.986,false,止损,43,141.25
2025-11-10T19:00,2025-11-11T15:00,LONG,3556.61,3485.4778,28.25,-2.9239,false,止损,20,138.33
2025-11-11T16:00,2025-11-11T21:00,LONG,3483.77,3414.0946,27.67,-2.8638,false,止损,5,135.47
2025-11-12T12:00,2025-11-12T15:00,SHORT,3550.24,3443.7328,27.09,3.9687,true,止盈,3,139.43
2025-11-14T14:00,2025-11-14T20:00,LONG,3197.74,3133.7852,27.89,-2.8866,false,止损,6,136.55
2025-11-15T00:00,2025-11-16T09:00,LONG,3139.99,3234.1897,27.31,4.0009,true,止盈,33,140.55
2025-11-16T10:00,2025-11-16T13:00,SHORT,3234.96,3137.9112,28.11,4.1181,true,止盈,3,144.67
