entryTime,exitTime,dir,entry,exit,size,pnl,win,reason,holdBars
2025-10-29T12:00,2025-10-30T16:00,SHORT,111469.5,106453.37,33.33,7.3826,true,止盈,7
2026-01-12T00:00,2026-01-12T08:00,LONG,91768.5,90391.97,34.81,-2.7326,false,止损,2
